AcX,AcY,AcZ,GyX,GyY,GyZ,bpm,label
2476,-14984,5996,-564,-162,113,76.5,1.0
2548,-14984,6092,-376,-65,19,85.1,1.0
2576,-15080,6016,-499,-99,79,71.2,1.0
2532,-15080,6144,-473,-125,29,71.0,1.0
2460,-15052,6240,-467,-167,61,85.7,1.0
2452,-15080,6076,-834,-270,80,86.3,1.0
2364,-14980,5960,-453,-198,22,86.8,1.0
2432,-14976,5880,-486,-186,195,84.4,1.0
2312,-14928,5880,-256,-25,274,84.9,1.0
2332,-14876,5960,-642,-122,114,80.6,1.0
2400,-15036,5832,-406,-88,9,82.7,1.0
2392,-15008,6068,-424,-73,96,72.0,
2376,-15168,5820,-320,-77,56,65.7,
2404,-14996,5892,-494,-198,99,76.3,
2308,-15028,6004,-428,-117,54,62.8,
2368,-15040,5960,-586,-252,185,66.0,
2384,-15124,5788,-551,-154,139,69.0,
2352,-14996,5888,-498,-176,99,67.1,
2452,-15080,5800,-472,-129,106,66.3,
2368,-15208,5788,-555,-200,73,73.9,
2308,-15120,5748,61,6,-75,69.1,
2292,-14996,6124,-153,-45,-44,64.6,
2452,-15260,5836,-254,-98,-5,67.9,
2424,-15000,6260,-1509,-380,-786,70.8,
2620,-15928,6188,-801,-1925,-2732,64.3,
4168,-17132,4652,-1864,-830,-2502,66.5,
2640,-16080,5880,5124,1109,-4809,63.1,
6652,-17032,9604,1838,-3465,-8265,69.6,
6168,-16032,5020,-6487,-7637,-12652,63.8,
11264,-12700,-1636,-10956,414,-15328,65.2,
10040,-12092,3868,3061,6146,-20708,68.8,
13412,-1260,4432,3619,1982,-17922,65.8,
19104,5196,1420,-6443,-937,-12027,66.4,
17768,3380,5472,-7736,5864,-5062,64.8,
9932,-164,5268,-16120,-1965,2989,62.8,
19612,-1720,4028,6121,13825,-4494,63.5,
9748,-7980,8816,19951,17263,-5618,67.6,
6740,5792,4416,22902,15066,-3324,70.0,
6100,1816,8308,4165,14431,2576,67.9,
6112,2036,12356,9417,8505,392,64.6,
6172,12144,11716,15399,8784,-10418,70.4,
3212,9140,12416,-1744,3157,-9191,68.6,
-3344,10436,12948,3858,-1515,-6355,79.4,
-2148,9200,6804,-15094,2806,-4637,78.3,
-13724,11932,10296,-6754,6956,3695,76.6,
-4432,1900,6088,-32768,-2404,24047,72.4,
-5756,-14324,12840,-8376,4587,25232,66.4,
-8448,-11880,7724,12828,15106,12171,70.4,
-16424,-4544,13548,-2659,21566,1588,68.5,
-14304,-13868,22700,-7727,5457,-792,65.1,
-7672,3220,10068,448,5266,2558,68.2,
-12648,4684,10464,-3745,8310,7518,62.8,
-27428,-11968,6980,-1578,7371,9912,64.0,
-16200,2716,3872,1842,-3857,-13327,63.7,
-17448,-2964,3284,-20590,-7717,-6714,65.5,
-20612,-1564,2172,14081,9262,-6430,61.3,
-4060,-1416,5160,-4994,4979,-3943,60.8,
-1516,-3324,1768,10660,6213,-7665,80.4,
-17216,-6332,1868,12539,15466,-3799,64.9,
-14424,-9524,3568,22518,10392,8398,67.1,
-14376,-3008,2832,11608,5089,402,65.2,
-13992,-15416,8228,12436,538,3205,76.6,
-14908,-8948,204,32767,1669,1450,66.2,
-16384,-2160,-868,11319,-5801,6624,70.0,
-7768,-4468,-660,27196,1155,783,71.5,
-15324,2136,-2216,-20525,4339,-1294,61.1,
-13016,3716,5464,18452,14233,-1048,57.5,
-16904,5040,4828,12203,3455,2522,73.3,
-13144,-2644,5368,-8718,-6396,1015,74.1,
-16172,-7956,4840,6191,-5515,-3812,57.2,
-19404,-6652,3932,7972,-15163,-9180,67.1,
-23456,-2756,-84,-5984,-24447,-20723,59.7,
-13612,-8724,2240,-15295,-12781,-22063,58.5,
-11692,-4876,-576,10732,-2544,-10813,67.5,
-8168,-5516,3648,10938,8086,1445,76.1,
-19756,-5720,5400,-5865,21608,23815,58.4,
-20972,-7832,6332,5922,21388,16358,68.2,
-17252,1620,5276,-9522,7921,1544,62.4,
-12680,-4696,8840,-12138,1697,-1371,61.4,
-12412,-2936,6920,11089,1841,-1638,64.0,
-15272,-2720,3008,405,-5103,-3351,61.7,
-12828,-7084,2444,-6673,-14323,-6494,71.1,
-23260,-7084,2120,6251,-8190,-21255,65.5,
-13724,-5292,964,5175,-5745,-19558,64.6,
-10552,-4720,2108,7904,-846,-6427,76.6,
-11040,-8392,4812,-12742,6908,16582,59.1,
-18288,-2416,1348,8703,10163,10174,69.7,
-13508,-5328,6076,-18822,4784,5517,75.3,
-11140,-7512,5752,-17323,1741,10313,71.6,
-13976,-7768,8120,9042,2748,-808,62.9,
-26912,-4928,5428,3552,-6627,-9758,65.3,
-21560,-9252,3392,8383,-8823,-17841,68.1,
-16952,-4160,2628,10602,-10110,-16734,67.4,
-14272,-4472,908,2060,-11888,-15983,66.1,
-9760,-3504,2232,-6545,-7129,-5932,61.6,
-13476,-5380,2216,-3391,7828,17528,69.1,
-10744,-9748,10844,4734,17101,28133,76.4,
-17552,-4776,8904,16594,12957,10999,69.7,
-12668,-6144,11736,10596,280,-660,59.8,
-14676,-7160,6820,16687,-2400,-1972,68.1,
-16316,-6128,1076,19063,-3391,-7300,69.3,
-13036,-5216,-88,14910,-5195,-7557,67.0,
-15124,-5160,-9188,21684,-2327,-3061,62.9,
-14836,-8876,-4200,11862,2662,-1273,66.6,
-15584,-8200,-3068,24070,7307,-8472,61.7,
-15332,-4248,1276,9402,-3567,-14518,68.3,
-15296,-5676,2192,-720,-1276,-4103,65.4,
-13184,-5588,3432,7841,3141,3754,66.2,
-14360,-1836,2028,-2678,1349,8998,65.9,
-17260,-5212,3400,-7156,1564,12311,66.5,
-14192,-5368,4632,4673,6692,9294,68.8,
-13060,-4660,5316,10497,8342,6410,67.6,
-12668,-3316,5564,8727,4174,323,60.2,
-18660,-5348,4276,2121,-1752,-4672,66.6,
-15628,-6560,3016,-1340,-9656,-8311,65.3,
-12180,-11828,304,-24506,-2385,-17957,67.7,
-9896,-14360,1120,23747,6914,-15436,67.8,
-8892,1204,-284,32767,8265,-1111,66.7,
-13648,-8104,2484,-15414,4011,17897,62.8,
-15208,-2868,5616,2162,11665,26225,67.2,
-18144,-8712,2900,1796,11962,13268,67.4,
-15316,-6552,3740,-2667,8113,5575,62.5,
-14008,-4792,5968,2518,8894,2020,59.3,
-14168,-3856,7340,5435,3770,182,67.9,
-15172,-3232,4020,4151,-3794,-5068,59.9,
-14028,-6236,-244,7979,-5883,-13222,71.3,
-10912,-6872,1660,1946,-1464,-5667,71.8,
-7472,-6572,5956,2240,5403,2956,68.2,
-13652,-7936,8828,5528,10213,4206,68.8,
-10604,-4956,11660,-7485,784,2109,69.4,
-4584,-13528,11276,-20378,-6042,4733,67.0,
-5684,-12420,9032,4015,2010,-2386,66.5,
-11796,-14120,8852,8133,3032,-1621,61.5,
-13292,-11400,5332,8293,4898,-4462,68.4,
-11444,-9216,4628,10029,1847,-3394,68.3,
-13412,-8516,4196,-10069,-4792,4292,67.5,
-7156,-10388,5972,-16273,-5628,9928,66.4,
-11676,-12192,6884,4331,-519,2366,68.8,
-8712,-7408,5880,-3288,-2351,-585,61.2,
-6896,-6996,6004,-4166,95,-652,61.8,
-8684,-7792,7012,1332,3101,3514,73.4,
-11108,-9152,5380,-4786,3416,-821,70.2,
-14812,-11352,5724,-6693,5515,1567,64.6,
-16808,-5516,-3468,-13283,3161,2303,64.2,1.0
-13608,-5780,1624,-8686,-520,-6105,65.9,1.0
-488,-1024,1080,15489,1885,-966,66.7,1.0
-10944,-14876,8648,281,-3303,280,67.0,1.0
-14764,-8912,5752,32767,-7956,-7277,61.5,1.0
23364,5184,-1388,-20354,-18796,4413,63.1,1.0
5096,-22876,10780,15662,9964,-11123,58.8,1.0
-19488,-9196,18768,32767,6375,11550,64.6,1.0
-30392,-4744,3212,-54,-8239,-2676,69.1,1.0
-16356,-20508,15472,-3686,-19908,-4694,69.3,1.0
-2880,1768,21016,2739,-13243,-3944,65.9,1.0
-2788,-8752,12384,-3364,-12942,-6852,59.3,1.0
2632,-10044,12048,-1051,-385,-2571,75.1,1.0
3944,-3648,14208,1013,3423,-3781,61.3,1.0
6592,-8808,12340,543,4,-729,74.4,1.0
4848,-8548,13296,-119,-124,333,69.2,1.0
5192,-6936,13992,5916,986,832,73.9,1.0
2356,-7108,12504,3977,2111,7199,65.2,1.0
-4528,-7348,17112,407,14537,13647,64.9,1.0
3648,-156,13292,11261,15602,-748,68.7,1.0
-1560,-2364,9080,-178,-3415,-480,68.9,1.0
-2056,-5076,15200,-5545,-6867,3031,101.0,1.0
-1032,-4536,14144,-4595,-3700,-3394,71.0,1.0
1000,-4764,13760,-893,-6260,-2577,68.4,1.0
2656,-5624,14168,485,-5835,-1333,71.2,1.0
3340,-5944,14436,-444,-2772,-711,76.8,1.0
3712,-6776,14344,-1438,-1050,-794,70.4,1.0
3872,-6552,14244,-1062,-472,-266,79.6,1.0
3764,-6452,14100,-876,-302,-71,82.8,1.0
3736,-6472,14028,-423,-198,53,74.2,1.0
3676,-6668,14104,-133,-170,-33,80.2,1.0
3848,-6276,14044,-465,-202,46,75.4,1.0
3820,-6324,14136,-653,-158,107,89.8,1.0
3676,-6212,14236,-597,-159,92,90.4,1.0
3628,-6368,13892,-568,-431,-4,90.9,1.0
3708,-6300,13996,-772,-204,86,78.2,1.0
3828,-6316,14208,-520,-192,47,73.1,1.0
3860,-6556,14052,-127,-19,-38,65.3,1.0
3824,-6304,13996,-593,-182,14,76.1,1.0
3680,-6216,14120,-553,-276,-58,91.4,1.0
3824,-6316,14012,-499,-233,128,80.8,1.0
3816,-6288,13944,-287,-151,57,81.1,1.0
3820,-6396,14072,-266,-172,-2,68.1,
3632,-5424,14092,-243,-340,68,65.2,
3992,-6148,14252,-452,-162,152,56.7,
3948,-6288,14132,-533,-187,53,61.7,
3948,-6036,14188,-278,-27,73,65.6,
3892,-6104,13912,-359,-29,92,60.9,
3976,-6136,14240,-314,31,93,55.0,
3824,-6148,14192,-617,-103,125,65.9,
4124,-6940,14324,-585,-55,291,63.7,
4076,-6376,14176,-357,29,-198,78.8,
3472,-5920,14056,-423,-205,2,72.9,
3768,-6500,14168,393,-15,-311,81.5,
3896,-6696,14076,-341,-122,20,64.5,
3980,-6448,14072,-855,-160,7,56.3,
3884,-6080,14036,-899,-234,174,63.0,
3920,-6328,13908,-911,-225,157,66.5,
3696,-6644,13944,-547,-171,83,74.4,
3848,-6588,13964,-503,-224,101,73.4,
3804,-6568,14024,-359,-121,63,71.9,
3808,-6388,13992,-462,-97,68,61.6,
3852,-6700,13916,-317,-57,201,63.8,
3720,-6268,14060,-820,-291,596,69.0,
3640,-6144,13804,-87,160,58,68.8,
4140,-5512,15292,3303,4415,1716,68.6,
3108,-9524,17308,-310,12629,9862,71.4,
-5520,-6912,19024,902,19530,6900,69.0,
-10892,-7512,14272,-4287,24592,9335,69.6,
-14920,-7868,5380,-4037,25820,14050,63.0,
-19092,-4824,-1656,462,23473,14552,68.3,
-18948,-856,-4232,-9577,9838,12748,66.8,
-3792,6904,1616,-1434,4212,-350,64.4,
-8660,3328,348,-8335,2724,3998,77.8,
-10336,-500,4644,-3687,5115,1731,63.2,
-29464,-188,4116,32767,11683,-22517,68.2,
-18736,-6516,-2488,4328,-6043,-5839,63.5,
-16872,-6156,-9108,17665,-12825,7342,70.9,
-20444,-5268,-20216,-18347,-22912,11431,68.2,
-24408,-4232,-7764,5484,30860,744,67.8,
-16612,1764,-784,-7306,6320,1437,59.7,
-7512,-2672,3192,-18600,-3520,4421,69.9,
-20744,-6304,3460,8069,-14260,-18164,62.4,
-25832,-5220,2444,6523,-21208,-24947,70.9,
-17360,-5572,2784,-2214,-17380,-20025,65.2,
-11968,-2604,388,1211,-10941,-9912,73.1,
-8000,-6676,2764,-19241,-3186,16419,66.1,
-13624,-8512,3452,9293,8121,21883,73.6,
-17696,-5484,2648,-16783,10940,26121,66.9,
-14928,-12124,5768,4024,13094,18162,80.0,
-14724,-2168,6040,1055,8860,3760,67.9,
-14068,-7236,8288,-7244,146,-1157,76.0,
-16596,-5092,4424,-2497,-12325,-15015,65.1,
-22692,-5016,1992,-13179,-23901,-25651,68.4,
-10128,-7672,2184,-16650,-10828,-25596,70.4,
-8124,-7796,72,11689,-3928,-10284,69.0,
-9904,-3712,1004,8623,-2199,10932,68.1,
-20588,-13520,4072,17182,4773,19513,80.2,
-15376,-8560,3808,-32063,-187,25308,66.0,
-15924,-11504,5588,-18184,-147,21695,66.9,
-17432,-9240,8,-32768,-9144,21635,65.7,
-14428,-10500,-1172,-32768,-8878,12931,66.2,
-13876,-6272,4224,-18740,6667,1407,66.8,
-15832,-3276,8568,589,6744,-2116,75.3,
-16144,432,6296,-11223,-3326,-865,68.5,
-16464,-4940,4432,-7124,-11096,-1113,67.9,
-20700,-6512,3480,3682,-14310,-8398,62.8,
-18732,-12240,5708,8413,-14080,-17531,69.7,
-16144,-6632,2940,7782,-16507,-15956,63.3,
-8224,-5332,3260,-3818,-15251,-6286,64.1,
-4148,-6224,5336,-763,-4582,751,66.3,
-7360,-5716,4712,-3311,3774,6102,61.4,
-20604,-7036,2832,-14991,13499,23510,67.5,
-18956,-8844,5564,-5745,13527,17325,70.0,
-15320,-3632,6448,-5198,9335,4891,60.7,
-12176,-5576,8340,865,3117,2349,67.8,
-13780,-4428,5880,4970,-4420,-4223,64.6,
-19892,-6640,4060,6046,-15889,-7834,69.8,
-26740,-7896,2684,5970,-17482,-15900,66.7,
-17572,-4832,976,-1358,-17658,-18040,69.8,
-12376,-5864,-416,-791,-11331,-14297,65.3,
-10928,-4884,1404,1276,-2255,-6505,67.3,
-20284,-8128,5576,4269,15446,26224,69.0,
-17768,-3252,5196,-1598,14046,14302,66.9,
-15340,-6764,6436,-4964,7817,6687,70.4,
-12784,-5184,8200,1936,2947,1432,66.3,
-16716,-6552,5836,2509,-2835,-4752,69.2,
-15600,-6852,3840,8872,-12417,-13135,64.6,
-23644,-5228,896,6182,-20038,-17557,68.2,
-15600,-6264,1572,-6628,-15292,-19402,60.7,
-11720,-5456,-820,3331,-7906,-12496,69.3,
-10272,-5728,1664,1719,-111,-2185,64.2,
-20012,-3680,964,-3071,6841,13814,64.5,
-16068,-7332,4996,-14154,11776,24178,62.3,
-19368,-6976,4216,2744,15884,22522,62.7,
-16356,-6932,9052,3998,13898,12115,59.1,
-12984,-4312,10624,-403,2059,4126,69.0,
-14256,-7076,5276,-3673,-7774,-6354,66.7,
-13940,-6356,4588,3411,-14269,-14758,69.2,
-28184,-8156,908,5599,-16295,-21111,68.2,
-15144,-5320,1772,-3619,-12289,-22588,67.5,
-11048,-5168,-812,3882,-6710,-14416,66.4,
-17944,-2696,3608,932,3394,9398,66.8,
-12852,-8136,5240,-17668,4222,32767,66.8,
-21160,-10256,2968,193,9237,28786,67.2,
-15460,-9132,4504,4275,9840,11721,70.6,
-13216,-7008,7096,-7802,3132,5431,60.4,
-12216,-7596,5824,3218,636,-4176,73.8,
-20616,-7728,4080,-10226,-6346,-6924,64.9,
-25020,-10488,644,8609,-5874,-19792,65.6,
-19604,-9368,260,-3473,-8369,-32768,63.4,
-14584,-21184,-196,-19207,-2410,-32768,67.8,
-3532,-17628,796,6226,6348,-32768,52.0,
4256,-9472,2740,2112,3430,-32768,60.5,
7908,-5920,3476,-3927,5151,-24514,69.7,
9596,-2844,3784,-5672,1095,-9548,62.1,
10568,-860,6272,1182,911,-1809,64.5,
17096,-3968,6896,8363,877,-2052,67.3,
13732,-892,8000,308,-1949,1791,60.4,
11200,1192,2736,2146,-2983,4866,64.4,
11708,-5564,-256,8675,-5470,19817,62.3,
8340,-9036,-348,17072,2559,32767,64.9,
-3068,-20856,2292,-14352,-1232,32767,64.8,
-8568,-21156,1976,4896,-5635,32767,63.4,
-21316,-20256,-3612,-23091,-18282,32767,67.9,
-21020,-13296,-3368,-32768,-30294,19359,64.6,
-12692,-12788,-1664,-30842,-18305,92,68.6,
-13556,-9532,-272,16386,-3174,-809,75.4,
-9300,-2640,-2760,-13172,-7213,11282,65.8,
-13156,-7532,8304,-8019,1710,4494,60.8,
-13532,-4272,2576,-21334,-1912,9117,61.7,
-7076,-13008,8348,-7281,616,6536,77.0,
-13076,-9452,5080,-3620,-5382,-6953,69.0,
-10196,-8588,2564,-16951,-7621,-2810,68.8,
-9176,-13944,3596,-2828,-2557,1545,59.9,
-11064,-9120,2064,17057,2646,6202,63.1,
-14584,-5188,1920,8987,5121,13943,59.9,
-12120,-7396,2336,-23224,460,18443,68.0,
-14808,-8312,2020,8319,8310,5747,64.3,
-13760,-3140,3812,-2768,4953,1714,75.7,
-12344,-6260,7296,-1170,3129,-1528,65.7,
-14896,-4148,6692,7237,1053,-2938,68.1,
-26020,-9448,7044,6004,-3405,-1077,64.3,
-18868,-5696,1468,11139,-7255,-6493,75.1,
-14580,-4756,1364,-2233,-12934,-9121,69.6,
-12392,-6368,904,-4018,-9709,-10989,66.6,
-12964,-5096,980,-3685,-4732,-5243,63.2,
-20320,-4388,-132,-6103,422,4553,64.7,
-9140,-6880,4864,-12076,4279,15946,66.0,
-16124,-6716,3308,5209,9991,19145,74.5,
-15312,-5700,6420,-5574,8847,11947,64.2,1.0
-13704,-7136,5772,8688,6722,3540,64.4,1.0
-16760,-4368,1524,5958,-11548,-15748,64.4,1.0
-13608,-6600,668,1655,-8231,-14869,64.4,1.0
-11596,-5356,312,-1708,-3727,-6350,74.6,1.0
-12576,-6508,3368,8077,2604,2005,74.6,1.0
-11324,-1860,6420,-3052,3354,6654,74.6,1.0
-14108,-2156,4852,-3012,4555,10182,69.8,1.0
-11312,-4724,6672,-9074,4434,12267,65.4,1.0
-14248,-5148,5008,4481,208,3079,71.8,1.0
-7732,-12084,7308,-20899,-6587,-9036,67.5,1.0
2272,-13244,7148,4699,353,-18277,72.9,1.0
-12992,-18372,-4700,-16104,4641,-24884,67.9,1.0
-4016,-14692,-10792,-25788,-1932,-17316,64.1,1.0
-1764,-16916,-15960,-2311,2401,-9740,69.5,1.0
-5452,-10948,-16272,-5806,1063,-15615,69.6,1.0
-10744,-12660,-2848,-1020,4263,-2451,67.3,1.0
1872,-2392,-14652,-12652,-14017,3129,75.6,1.0
4672,-14084,-26212,-8025,-10311,1365,75.6,1.0
1740,-5368,-16968,-2274,3639,1831,94.2,1.0
784,4308,-19144,-1682,3255,1810,68.2,1.0
6440,-6196,-17308,5891,254,-1661,64.2,1.0
4764,-2552,-18272,-1918,-757,-1303,78.4,1.0
4052,-5528,-16052,582,-213,-892,62.3,1.0
4052,-4536,-16424,-2848,-477,331,71.0,1.0
3832,-4268,-16812,-784,35,-223,69.1,1.0
4032,-5432,-16300,366,-78,92,69.5,1.0
3748,-4936,-16028,-495,-191,-38,80.6,1.0
3740,-5300,-15772,-41,-19,270,74.6,1.0
3768,-4316,-16064,-1175,504,596,66.2,1.0
4048,-5768,-16172,927,-315,89,72.1,1.0
3704,-4524,-15820,-1570,-264,226,82.5,1.0
4080,-5500,-16288,-837,-251,-185,71.0,1.0
3872,-5136,-16620,751,634,150,71.2,1.0
4152,-5784,-15460,-519,-230,270,68.4,1.0
3988,-5020,-16432,108,-239,-473,72.2,1.0
4004,-5468,-16212,748,-100,-80,79.5,1.0
4064,-6100,-15752,-132,-152,166,77.1,1.0
4160,-5956,-15624,-143,-106,30,76.1,1.0
3948,-5272,-16016,-735,-140,374,76.3,1.0
4176,-6312,-15716,-498,49,377,76.6,1.0
4136,-5576,-16152,-222,-220,-220,76.8,1.0
3964,-5748,-15892,-620,-251,221,69.1,
3748,-5216,-15892,-524,-39,-115,70.1,
4168,-5992,-16008,-518,-161,8,64.2,
4116,-5844,-15676,-288,-115,-29,63.5,
4080,-5904,-16096,-422,-129,91,68.6,
3996,-5888,-15744,-453,-180,89,71.5,
3992,-5552,-16116,-361,-42,-109,75.9,
4048,-5728,-16020,-501,-156,286,68.4,
4100,-5464,-15900,-720,-270,50,71.1,
4072,-5632,-16052,-228,-98,-6,67.2,
4032,-5656,-16036,-598,-178,17,67.7,
3848,-5708,-16108,-65,-294,-83,62.1,
3864,-5564,-15736,-252,-150,171,56.4,
4032,-5636,-15720,-164,-66,-103,54.1,
4240,-6688,-15408,1558,-172,-481,66.0,
4020,-5592,-15940,-845,-170,260,69.8,
4064,-6308,-15704,-437,29,53,66.8,
3976,-6260,-15840,-345,-281,3,69.0,
3928,-6208,-15532,369,-91,-59,72.2,
3904,-6776,-15520,823,-580,-294,60.6,
3916,-6328,-15516,257,433,791,67.9,
4172,-6360,-15672,1952,-74,-698,64.9,
3272,-2632,-17660,2142,-226,-699,72.5,
4752,-9192,-16832,8099,3753,911,63.2,
6224,-11316,-17072,6602,8443,-197,63.9,
7460,-12312,-11312,12260,9785,-5269,66.2,
6672,-11080,-8632,18799,4135,-2234,76.7,
10220,-13076,-4888,23951,-234,8998,65.9,
7292,-16408,1872,17006,6352,20481,66.8,
3220,-19596,6412,32767,15062,6762,66.5,
-3956,1104,4848,-22028,2144,16445,65.4,
-6344,-3040,11192,-11049,7033,11890,63.3,
-7600,-1648,11624,11263,2810,-9766,67.2,
-18832,-1300,4848,12792,-1118,-17953,65.0,
-31116,-4088,5656,17556,-13045,-24632,69.7,
-32768,-5028,-2252,-11465,-28891,-28495,64.7,
-20000,-11932,-1332,-25704,-7526,-31166,69.2,
-8344,-9492,-2708,-2078,6961,-17178,66.2,
-5828,-10436,1052,-5233,12308,-7448,65.8,
-2668,-10124,3060,14188,12504,-5215,63.9,
-8516,-10380,4360,18943,8762,3115,64.3,
-18204,-11740,4660,20324,13796,15912,83.1,
-12936,-1336,-2828,7823,9406,11441,68.4,
-16204,-5920,152,-31576,5041,18546,71.3,
-17576,-9560,776,-24974,3814,24989,66.3,
-15860,-9588,6744,-7474,11651,19118,68.8,
-13872,-688,6064,16593,11114,8813,68.3,
-11084,-7824,11108,-17278,-3670,-1294,63.5,
-21608,-9464,7148,10041,-2375,-12867,69.2,
-20448,-4592,2332,11900,-15926,-21569,69.4,
-14468,-1552,-832,9998,-12952,-9563,70.4,
-8708,-6616,708,-15448,-9485,4097,63.0,
-16484,-7536,-808,-17865,-610,19899,69.5,
-14952,-8468,-280,-13891,8692,27191,62.9,
-16988,-12720,6484,25742,26861,23710,60.7,
-17488,-4640,10152,8428,16154,3149,68.2,
-14864,-3528,10788,-7488,-2154,-5070,68.7,
-14700,-5636,5556,-7910,-10062,-5916,66.0,
-17596,-6472,-4176,-10438,-20498,-8056,77.0,
-18960,-8740,-300,-21754,-18935,-13378,68.3,
-14408,-4384,212,-216,-10624,-9599,67.0,
-12044,-10140,560,-7477,-13889,10589,59.6,
-15368,-7036,-1524,-16174,-18204,24097,65.4,
-21140,-12948,-5356,-32768,-27309,32767,65.7,
-15068,-14444,-4008,-32768,-23623,23891,57.3,
-12180,-7548,-2776,12433,-3166,3164,79.6,
-12516,-5376,-2804,3285,3982,4600,69.0,
-18652,-6356,-792,457,7522,9502,67.8,
-13008,-6328,2372,-6642,11651,7288,62.9,
-16916,-3368,1636,4504,12315,1837,65.9,
-18316,-240,3000,-7052,-1729,-3163,65.5,
-13136,-4780,3384,-9390,-7758,-5408,76.7,
-16100,-7012,3560,11944,-7163,-9926,75.1,
-21708,-4416,252,11294,-14986,-12531,62.9,
-16500,-4248,344,-10423,-17887,-13233,76.7,
-13476,-6788,2028,-1336,-8256,-11679,69.6,
-13536,-5120,3556,16043,-5716,-5363,63.5,
-15856,108,2572,-459,752,7152,61.4,
-10312,-4924,2784,-9048,9864,11778,65.0,
-16804,-7700,3232,-24045,13122,24007,63.1,
-14524,-7868,8756,12137,18558,13565,74.0,
-15448,-804,10552,1117,5492,3925,67.9,
-24744,-7180,7300,-6838,-10463,-5841,60.2,
-17700,-6760,3804,-4382,-14895,-18388,64.7,
-21364,-7112,1376,3667,-16030,-19515,67.6,
-13884,-6376,284,-5215,-11798,-20384,75.2,
-8740,-5920,2196,3021,-1934,-15173,66.1,
-9136,-5268,3992,14067,6904,-9,64.1,
-14716,-1184,2548,6075,15851,12929,59.4,
-19328,-7520,6064,-17218,17999,27641,64.8,
-16868,-1568,848,-350,10725,10284,62.3,
-14308,-4620,2416,-27047,2880,4362,58.3,
-13356,-5672,7012,4006,7456,3774,66.7,
-13400,-1060,4896,22882,5157,-4566,67.0,
-16408,-1724,2576,5688,-7110,-3224,64.7,
-23532,-8000,4696,3978,-17688,-6901,68.4,
-28724,-5144,-724,106,-25970,-18827,70.6,
-14916,-6412,84,-25283,-21342,-26816,66.4,
-8188,-6960,1284,3081,-4871,-17980,62.9,
-5376,2796,-1616,-64,3068,1110,60.5,
-21520,-8296,7472,11594,23502,22308,60.2,
-18500,-1148,1784,-9844,12967,6523,70.8,
-13868,-8792,8080,-21048,5589,2806,67.2,
-12416,-3524,8916,4924,4751,2296,65.6,
-15204,-4072,8008,4399,-3451,-3777,67.2,
-32768,-9664,6896,6758,-12354,-5887,67.2,
-27152,-6356,1184,1326,-19232,-17040,63.1,
-15912,-5228,1532,-12171,-19272,-19311,70.9,
-13012,-6688,-768,-2081,-9795,-17997,66.5,
-10312,-4956,804,-2296,-1879,-8472,63.8,
-19184,-7668,6984,-2146,18216,20073,65.4,
-15180,-5800,8400,3909,11769,11319,65.8,
-13312,-5404,8244,-11036,-1950,271,63.1,
-26588,-11464,6168,-4454,-8472,-9216,67.1,
-22420,-7964,3016,5411,-11595,-23008,69.1,
-19320,-5356,1988,4109,-13592,-23311,60.8,
-13688,-5816,1276,2474,-10530,-17976,65.1,
-9856,-2932,1016,545,-7328,-8319,67.6,
-7264,-4884,2052,858,5940,5495,61.4,
-11212,-10664,4656,4819,21335,24766,62.7,
-15008,-5440,6304,-7516,-5140,918,66.4,
-12336,-6160,3492,-8725,-12948,-6037,65.5,
-23220,-7276,3024,-8615,-15097,-14873,69.2,
-14232,-8152,2156,4138,-6818,-13778,60.9,
-11632,-8080,448,21313,3196,-7615,59.7,
-12456,-2724,-1456,11654,2709,-3697,66.6,
-20344,-5656,8468,-9872,2022,5951,68.5,
-19656,-6824,15644,9068,16418,14084,65.2,
-14604,-3132,14268,13453,12414,14097,63.1,
-12952,-5704,11220,13404,1057,7194,66.4,
-18092,-5368,1540,23629,-4535,-9698,61.9,
-16760,-6924,-1580,8022,-11766,-9292,74.4,
-16956,-8552,-8236,19064,-2211,-7137,58.7,
-15732,-10272,-4420,21939,8705,-10254,70.5,
-19432,-8104,-1808,17829,8093,-18327,62.9,
-17800,-7104,404,10299,3145,-19150,69.2,
-17024,-7356,1556,18606,1222,-16178,66.4,
-12868,-2220,236,-1696,-4331,-5896,65.5,
-20504,-6568,-56,-10687,-4783,9413,66.9,
-13844,-8180,4976,-6092,1688,12843,57.2,
-14504,-6044,1092,-1152,4642,16258,68.3,
-14460,-6932,6964,13070,9021,10313,67.1,
-14568,-4052,5396,4153,2103,-1589,58.0,
-13132,-6252,5288,5090,-2312,-5684,61.6,
-18268,-6556,2024,5303,-4075,-8133,62.4,
-14036,-6240,1812,2522,-8486,-11634,68.1,
-19104,-6624,900,2774,-7444,-13879,67.6,
-12496,-6060,1264,4418,-3229,-9997,61.5,
-11620,-4744,392,6118,-392,-2694,66.4,
-14200,-5456,1684,-837,860,6507,67.6,
-15300,-4428,5236,-7947,5592,5333,68.6,
-12632,-5148,7320,1232,4395,2594,63.8,
-13932,-3720,6480,6038,140,-1418,69.1,
-25468,-8072,6520,2324,-5416,-4237,64.0,
-16360,-6364,2512,5478,-9913,-12228,65.1,
-16840,-4632,1292,1560,-12899,-13784,59.5,
-13204,-6796,1692,1845,-7185,-13161,71.3,
-11520,-3692,352,1109,-4727,-7651,67.4,
-11816,-5176,2336,-3927,-592,2412,68.6,
-11240,-5976,4384,-12772,3326,19270,65.1,
